model,year,kilometers,engine,price,description
Hyundai Accent,2014,133600,Gasolina,7300,"Precio negociable: si Color : Cafe DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo mi Hyundai accent GLS versión de lujo con sus mandos al timón estilo elegante en su interior, silvines led, rines especiales de fábrica. Cámara de retroceso Precio fijo $7300 130,000 millas Mantenimiento al día Puede escribir y hacemos negocio"
Kia Sephia,1999,189000,Gasolina,2500,"Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Transmisión Manual 4 Cilindros Motor, transmisión, dirección, luces, y chasis funcionando sin fallas. Detalles: tiene para a/c pero necesita cambio de tubería, y la radio no funciona. El resto es estético. Puede llevar a su mecánico de confianza al momento de verlo. Muestro en Gasolinera Uno de la 75 av Norte, San Salvador u otras Gasolineras en San Salvador entre Los Héroes y la Escalón."
Hyundai Elantra,2016,180000,Gasolina,7800,Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD QUE LAS AVENTURAS NUNCA FALTEN HYUNDAI ELANTRA 2016 - Motor 1.8 - 4 cil. súper economico - Automático - Paquete electrico - CD player con conexión a Aux. - Amplio baúl - Mandos en el timon - Cruise control - A/C 100% - Eco
Dodge DART,2013,89000,Gasolina,6200,"Precio negociable: si Color : Rojo Puede verlo sin compromiso sobre 13 Calle Oriente y 6ta. Ave. Sur Barrio Concepcion en San Miguel , entre lunes y viernes de 3pm a 6.30pm Interesados Illamarme  . Version FULL EXTRAS 2013. Vendo NO cambios. Muestro en San Miguel. Motor 1.4 de 4 cilindros TURBO. Economico y Potente . Economia en consumo de combustible. Ideal para paseos en familia . Estilo Sedan 4 puertas + Baul espacioso. Transmision Manual 6 velocidades + Retroceso. Aire Acondicionado Heladito. Pantalla Tactil . Sonido Alpine potente Premium . USB , AUX , CD ,  AV , SD. Doble salida de escape. Apoya cabezas en todos los asientos. Tablero con luces Neon regulables. Camara de Retroceso. Vidrios y espejos electricos . Mandos al Timon . Frenos ABS . Bateria LTH HI TECH nueva. Baul Espacioso con su llanta de repuesto, mica y quita tuercas. Vidrios Polarizados . Mantenimientos al dia . Aceite de caja nuevo . Aceite de motor nuevo . Bujias nuevas . Sin fugas ni liqueos . Llantas perfil ancho casi nuevas. Ya solo esta de subirse . Motor parejito y suave . Sin pilotos encendidos."
Toyota Yaris,2008,188000,Gasolina,6500,"DESCRIPCIÓN CALIFICACIONES SEGURIDAD vendo toyota yaris 2008 sedan automatico 4 puertas, vidrios electricos, espejos electricos. traspaso directo, tarjeta a mi nombre. detalle: compresor de aire acondicionado malo precio 6,500 negociable lo muestro en los alrededores de la UES"
Hyundai EON,2018,44400,Gasolina,8700,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris Vendo Hyundai eón súper económico 2018 de agencia: - Motivo de la venta : Ya compré otro carro necesitamos conseguirle un nuevo dueño DETALLES: -V44,400 kM estándar -AC -de Agencia un solo dueño -Mantenimiento al día en agencia -Las 5 llantas nuevas batería Nueva -Alarma cierre central - Forros de asientos -Audio con USB -Polarizado de ley 35% -4 Puertas -Motor 800 económico -Tapicería 100 -Herramientas de fábrica (cambio de llantas)"
Nissan Versa,2017,87948,Gasolina,6100,DESCRIPCIÓN CALIFICACIONES SEGURIDAD vehiculo listo para manejar papeles en regla detallitos estericos tapiceria en buenas condiciones motor economico aire acondicionado cd player vidrios manuales interesados escribir al whaapp no se acaptan trasferencias internacionales se vende por motivos de viaje taraspaso directo
Mitsubishi Mirage G4,2019,72300,Gasolina,7900,"Financiamiento: no Color : Gris Claro Vendo Mitsubishi Mirage G4 2019 Motor 1200 cc (35mpg/56 kmpg apróx.) Caja automática continuamente variable Portavasos doble en asiento trasero Rines de acero de 15 pulgadas con tapones Frenos ABS Alarma antirrobo Espejos, seguros y vidrios eléctricos Aire acondicionado (8.3°C- 9.0°C suministro) Controles de audio al volante Reproductor de música con puerto USB y conexión Bluetooth Sistema de sonido de dos bocinas Pantalla de 7"" Sistema Antiderrape Alfombras de piso de Fábrica Mantenimiento al día 72,300 millas Poco Negociable Muestro a interesados en Santa Tecla, Meliot o Escalón. Solo Efectivo, no cambios. Interesad llamar al"
Kia Cerato,2017,86000,Gasolina,11700,"Color : Gris Kia CERATO de Agencia, motor 1.6 super económico, full extras, todavía con un mantenimiento pendiente en agencia. Frenos recién cambiados. Estándar 6 velocidades, bluetooth, AC, doble aire acondicionado. NO CHOCADO. Dos bolsas de aire de fábrica. Frenos ABS."
Toyota Corolla,2019,0,Gasolina,14600,Precio negociable: si Color : Cafe Venta de toyota corrolla LE 2019 en excelentes condiciones.
Hyundai Elantra,2018,77000,Gasolina,10000,"Precio negociable: si Color : AZUL 3 modos de manejo y sistema eco, bolsas buenas, pantalla con cámara de retroceso de fábrica, rines especiales, mandos al timón, tiene 77000 millas. A toda prueba! Traspaso directo! Muestro en Mejicanos $10,000 poco negociable, para más informacion llamar"
Toyota Corolla,2001,0,Gasolina,0,DESCRIPCIÓN CALIFICACIONES SEGURIDAD Estandar Motor 1.8 Rines especiales Llantas en buen estado Silvines Black Housing A/c Vidrios manuales
Chevrolet Sonic,2017,86,Gasolina,7200,Color : Gris DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD - Motor 1.4 + Turbo - 86 mil millas - Mantenimiento al día - Asientos de cuero - Rines especiales - Pantalla Touch (CarPlay/AndroidAuto) *Precio Negociable*
Honda Civic,2017,88590,Gasolina,11500,"Color : Gris DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Vendo mi 2017 honda civic Lx - motor 2.0 K20C2 Económico - 88,590 millas originales - 5 pasajeros - caja automática - 3 modos de manejo, sport, normal, eco. - approx 27.5 mpg modo normal - NO CAMBIOS, NO PAGOS. - mecánicamente está perfecto lo pueden verificar con su mecánico OBD2 lo que quiera. - llantas 70%, rin 17x9 Es2 - se vende con o sin el sistema de sonido Marca Xfire 3000d amp // Xfire 12D11 subwoofer de 1500 watt rms reales, instalado en Car Toys merliot. - batería Optima De Gel menos de 4 meses de vieja. Carro se usa a diario asi que las millas incrementan. - no quema aceite, no tiene fugas, Aire acondicionado al 100% - Luces LED alta y baja. - cuenta con camara de retroceso de agencia con su pantalla de agencia, audio con bluetooth, USB, ipod."
Mitsubishi Lancer,2017,47250,Gasolina,13500,"Garantía: Como es visto no hay garantía Financiamiento: si Precio negociable: si Color : Gris Vendo derecho $6300 Mitsubishi lancer 2017 4 puertas De agencia kilometraje 49,000 Nunca chocado estándar excelente pintura"
Nissan Sentra,2018,126880,Gasolina,8500,Color : Gris
Honda Civic,2018,58266,Gasolina,12500,Color : Negro Cualquier información llamar al
Mitsubishi Mirage G4,2020,69000,Gasolina,8500,"Garantía: Garantía Incluida preguntar por los detalles Financiamiento: no Precio negociable: si Color : Gris Oscuro Se vende Mitsubishi Mirage G4 2020 Limited Edition 69,000 millas recorridas A/C funcionando 100% Cambios de aceite realizados recientes Precio $8,500 negociables Disponible a toda revision Se muestra unicamente en gasolinera Puma Pedregal Tel. De contacto"
Jeep Renegade,2019,48000,Gasolina,12600,Precio negociable: si Color : Naranjado
Nissan Versa,2014,171356,Gasolina,6700,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende Nissan Versa año 2014, tipo sedan de 4 puertas, motor 1.6 lt, transmisión manual, rines especiales, placas salvadoreñas, puertas y vidrios manuales, con 106,476 millas. Precio $6,700.00 NEGOCIABLE."
Hyundai Accent,2014,7300,Gasolina,7300,Precio negociable: si Color : Plateado DESCRIPCIÓN CALIFICACIONES SEGURIDAD Tapicería en buen estado Pintura mínimos detalles Sistema eléctrico Transmisión automática secuencial Rines con copa Cinco llantas Aceite sintético (caja y motor) Bolsas de aire buenas
Nissan Versa,2017,83330,Gasolina,8000,Garantía: Extensa garantía disponible. Solicitar detalles. Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Versa SV 2017
