model,year,kilometers,engine,price,description
Nissan Sentra,2020,32000,Gasolina,13500,"Precio negociable: si Vendo Nissan Sentra 2020 SV, Motor 2.0 de 4 Cilindros, Transmisión Automática, Bolsas Buenas, Motor y Caja a Todo Tipo de Prueba, Suspensión y Dirección al 100%, Pantalla Táctil de 8 Pulgadas con Camara de Retroceso, Pintura en Perfecto Estado, Tapiciera en Excelentes Condiciones, Cero Códigos, Mantenimiento al Día, Encedido de Botón, Llave de Aproximidad, Cierre Central, Rines Especiales Bien Enllantado, Mandos al Timón, Calefacción en Asientos Delanteros , A/C Funcionando Nítido. Precio Negociable, NO CAMBIOS. Traspaso Directo"
Nissan Versa,2019,40205,Gasolina,7800,"Disponible con traspaso directo, crédito fiscal disponible"
Toyota Corolla,1996,0,Gasolina,5500,"Precio negociable: si Color : Amarillo DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo vehículo con placas de alquiler. Marca: Toyota Modelo: Corolla Año: 96 Vidrios eléctricos $5,500 negociables."
Nissan Sentra,2019,0,Gasolina,9300,"Financiamiento: no Precio negociable: si Funcionando al 100 Bolsas intactas, nunca reparadas Rines especiales Sistema Eco, hasta 20 kilómetros por Litro Cámara de retroceso CarPlay Android Auto Pantalla táctil Cámara de retroceso Llave de proximidad Sistema inteligente anticolisión frontal Mandos al timón Control de crucero Sistema de sensor de luz automática Sistema de Aire Acondicionado de Doble Zona"
Kia Forte,2012,139000,Gasolina,6400,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD VENDO KIA FORTE 2012 Sedan 4 puertas Motor 2.0 DOHC sistema ECO Sistema de aire al 100% Automático 137,000 Millas Tapicería nítida Suspensión nítida Mantenimientos al dia Pintura nítida, cero golpes Precio $6,400 negociables mas informacion al Y 7 2 4 4 O 4 O 8"
Nissan Versa,2011,110000,Gasolina,4500,Garantía: Como es visto no hay garantía Financiamiento: no Color : Gris claro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Versa 2011 -Traspaso directo -Color gris -Automático -Traspaso directo No pérdidas de tiempo Contactar
Kia Rio,2018,70929,Gasolina,9000,Se vende bonito Kia Rio EX 2018 - A/C funcionando - Cero check - Cero fallas - Rines especiales - Pantalla touch con apple car - A toda prueba * Precio negociables *
Hyundai Accent,2005,1000,Gasolina,2650,Precio negociable: si Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD vendo lindo hyundai acent 2005 estandar trapaso directo de agencia
Nissan Sentra,2018,74741,Gasolina,8000,"Color : Azul NISAN SENTRA 2018 full extras cámara tracera motor 1800, 74741 millas sin detalles... $8000 negociable."
Nissan Sentra,2016,47000,Gasolina,8300,"Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD Sistema de Frenos ABS, sistema de alarma de fabrica y alarma adicional Cierre central 4 puertas, 5 asientos 47mil millas 3 modos de manejo Llantas nuevas rines de fabrica Tapicería buenas condiciones 4 llantas buenas casi nuevas Tres forma de manejo: Sistema Eco. sport .normal 4 cilindros motor 1.8 cc"
Ford Focus,2013,141000,Gasolina,5000,"Precio negociable: si Color : Negro DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Motor de 2.0. 4 Puertas, 5 Pasajeros. Sunroof. Transmisión Manual. Recién afinado. Tapicería en buen estado. Vidrios/retrovisores eléctricos. Precio negociable. 141,000 Mi. Rines especiales."
BMW 3 Series,2015,114000,Gasolina,15500,"Color : Orion gray DESCRIPCIÓN CALIFICACIONES SEGURIDAD 328i con Body Kit M3 Se acepta carro no sobrevalorado más ribete. Tiene Downpipe, Valvula GFB, Intake K&n, discos ventilados y otras extras, Realmente interesados, no pérdidas de tiempo. 115.000 millas. 0 detalles mecánicos ni fugas."
Kia E,2000,0,Gasolina,2500,"Financiamiento: si Precio negociable: si Color : Verde Vendo Kia pride pop año 2000 Vehículo ágil y económico en combustible. Con parrilla Rines especiales Alogenos Llanta de repuesto Cd player Traspado directo Muy buen estado Precio: $2,500 Con facilidades de pago en cuotas con tarjetas de credito del banco agricola Contactame"
Kia Forte,2020,65000,Gasolina,12999,"Precio negociable: si Color : Gris Plata Vendo Kia Forte 2020 versión LXS full equipado, YA CON PLACAS. Sensores de mantenimiento de carril semi-autónomo Sensores Anti-Colisión Pantalla de fábrica con Android Auto y Apple CarPlay con navegador Cámara de retroceso dinámica Modos de manejo Sport, Smart y Normal Luces de conducción diurna Rines especiales de lujo Mandos al volante y comandos de voz Pantalla en tablero de tacómetro Cruise Control regulable Stops tipo infinito Batería AtlasBX nueva con garantía Factura Original de compra y manual de usuario original del carro. Pintura en perfecto estado Ningún tipo de ruido, cero detalles mecánicos solo de subirse. El carro está en impecables condiciones mecánicas y estéticas, ningún otro carro de este tipo en estas condiciones, traiga a su mecánico y revíselo el tiempo que guste, no acepto carro a cuenta. 12.999$$ WhatsApp y llamadas, se muestra en todo San Salvador."
Acura TLX,2015,11100,Gasolina,11000,"Garantía: Como es visto no hay garantía Precio negociable: si Color : Negro piano DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Motor 2.4 de 4 cilindros con tecnología eco, 4 modos de manejo * ECO, NORMAL, SPORT, SPORT PLUS * cambios secuenciales al timón, 111 millas, A/C de doble zona al 100%, sunroof automático, asientos full cuero en perfecto estado, calefacción en los asientos, 2 memorias para ajuste del asiento automático (conductor), mandos al volante( volumen, llamadas etc..) cámaras de reversa con 3 ajustes de ángulos diferentes, luces al interior led de noche de fábrica, tecnológia AWD, luces de exterior led de fábrica, bolsas de aires funcionando excepto la del conductor."
Mitsubishi Lancer,2010,115000,Gasolina,6000,"Financiamiento: no Precio negociable: si Detalles de pintura y fuga de A/C. Traspaso directo. -Sunroof. -115mil millas. -Buffer original. -Rines especiales -Mandos al timon. -Llanta de repuestos. -4 cilindros, Motor 2.0. -Mantenimiento al día. -Transmisión automática. -Vidrios y espejos eléctricos. -Interior buenas condiciones. Puede llevar su mecánico de confianza."
Honda Civic,2017,34000,Gasolina,11500,"DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Se venda Honda Civic 2017 $11,500 Negociable. Mantenimiento al día. Motor 2.0 con eco. Automático. Aire acondicionado. Cámara de retroceso. Pantalla. Vidrios eléctricos. Mandos al timón. 35,000 millas aprox. Llantas nuevas. Carro a toda prueba. Mayor información al Muestro en San Salvador o Santa Tecla."
Nissan Versa,2017,135000,Gasolina,6300,"Precio negociable: si Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD Automático vidrios eléctricos Aire acondicionado funcionando 1.6 Económico todas sus bolsas de aire buenas 134,000 millas 0 códigos de error, motor y caja buenas Interior 10/10 suspensión suave llantas semi-nuevas Sin detalles mecánicos Todos sus mantenimientos recien hechos. Traspasó directo"
Hyundai Accent,2010,193588,Gasolina,5000,"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Hyundai Accent Año 2010 Automático Pantalla Bluetooth Cámara de retroceso Motor 1.6 Mínimos detalles en pintura y tapicería, muestro en gasolineras de San Salvador para más información al privado. Precio $5000 negociables."
Nissan Versa,2018,78720,Gasolina,8300,"Precio negociable: si Color : Gris NISSAN VERSA 2018 edición especial # llamadas y mensajes MOTOR 1.6 78,700millas ALÓGENOS AIRE ACONDICIONADO AL 100% AUTOMÁTICO VIDRIOS Y ESPEJOS ELÉCTRICOS CD PLAYER CÁMARA DE RETROCESO RINES ESPECIALES SISTEMA ECO $8,300"
Nissan Versa,2013,67000,Gasolina,6000,"Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Nissan Versa 2013, super económico, automático, vidrios electricos, aire acondicionado, motor séquito, cambios de aceite al día cero detalles, bolsas buenas. En perfecto estado. Millas originales."
Chevrolet Sonic,2012,110048,Gasolina,5200,Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : ROJO DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD
Mazda 3,2015,89000,Gasolina,8500,"Precio negociable: si Mazda 3 SPORT 2015 motor 2.0L Skyactiv Caja automática secuencial 89,000 millas Llave de aproximación Encendido de botón A/C funcionando al 100 Suspensión suave Pantalla multimedia Cámara de retroceso Llantas en buen estado Listo para someter a prueba mecánica PRECIO: $8,500 negociable Para más información escribir al WhatsApp"
Mazda Protege,2001,178000,Gasolina,3000,Vendo Mazda protege 2001 bastante negociable. Solo WhatsApp Solo vendo.
Chevrolet Cruze,2016,107234,Gasolina,8500,"DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Chevrolet Cruze premier 2016 -Motor 1.4 turbo - Millas 107,234 -Sedan 4 puertas - Secuencial - Rines especiales 17 pulgadas de fabrica - A/C al 100% - Apple Car/ Android auto - Mandos al timon - Paquete eléctrico - Asientos de cuero - Calefacción en asientos delanteros - Luces direccionales en espejos laterales - Encendido de botón - Llaves de proximidad (2 llaves originales) - Mantenimiento al día - Arranque a larga distancia desde la llave - Camara de retroceso - Detalles estéticos - Asiento del conductor full eléctrico - Alfombras originales para todo clima - Polarizado especial V-Kool Traspaso directo Contacto: Precio $8500 negociable"
Nissan Sentra,2018,73000,Gasolina,8700,"Financiamiento: no Precio negociable: si Color : Negro Motor 1.8L Midnight Edition $8,700 Mantenimientos de motor y caja al día Versión Midnight Edition Opciones de manejo ( sport,eco,normal) Pintura original perlada Bolsa de copiloto Aire acondicionado de fábrica Transmisión automática (CVT) Tapiceria original Conectividad Bluetooth Mandos al timón Sonido envolvente de 6 bocinas Traspaso directo e inmediato WhatsApp o llamada al , disponible solo para venta. Se muestra en Puma los Héroes, Puma Escalón y Puma Gran vía."
Nissan Versa,2018,0,Gasolina,7600,Precio negociable: si Color : Negro Nissan Versa 2018 SV Motor 1.6 Automático Aire acondicionado Vidrios y espejos eléctricos Cierre central con control Todas las bolsas buenas Mandos al timón Tel.
Hyundai Elantra,2018,78000,Gasolina,9900,"Precio negociable: si Color : AZUL $9,900.00 poco negociable, se acepta vehículo a cuenta! Pantalla con cámara de fábrica, rines especiales, mandos la timón, todos sus sensores, a toda prueba! Tiene 78,000 millas. Traspaso directo! Mayor información llamar"
Jeep Renegade,2019,31000,Gasolina,11500,Precio negociable: si Color : Naranjado
Hyundai Elantra,2016,180000,Gasolina,7800,Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD QUE LAS AVENTURAS NUNCA FALTEN HYUNDAI ELANTRA 2016 - Motor 1.8 - 4 cil. súper economico - Automático - Paquete electrico - CD player con conexión a Aux. - Amplio baúl - Mandos en el timon - Cruise control - A/C 100% - Eco
Mitsubishi Lancer,2017,47250,Gasolina,13500,"Garantía: Como es visto no hay garantía Financiamiento: si Precio negociable: si Color : Gris Vendo derecho $6300 Mitsubishi lancer 2017 4 puertas De agencia kilometraje 49,000 Nunca chocado estándar excelente pintura"
Jeep Renegade,2019,50000,Gasolina,11800,"Precio negociable: si Color : Naranjado 31,000 millas reales Económica y espaciosa Aire acondicionado funcionando al 100 Mantenimiento al día Encendido de proximidad Sistema de frenos ABS"
Nissan Versa,2014,171356,Gasolina,6200,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende Nissan Versa año 2014, tipo sedan de 4 puertas, motor 1.6 lt, transmisión manual, rines especiales, placas salvadoreñas, puertas y vidrios manuales, con 106,476 millas. Precio $6,200.00 NEGOCIABLE."
