model,year,kilometers,engine,price,description
Chevrolet Sonic,2012,110048,Gasolina,5200,Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : ROJO DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD
Mazda 3,2015,89000,Gasolina,8500,"Precio negociable: si Mazda 3 SPORT 2015 motor 2.0L Skyactiv Caja automática secuencial 89,000 millas Llave de aproximación Encendido de botón A/C funcionando al 100 Suspensión suave Pantalla multimedia Cámara de retroceso Llantas en buen estado Listo para someter a prueba mecánica PRECIO: $8,500 negociable Para más información escribir al WhatsApp"
Mazda Protege,2001,178000,Gasolina,3000,Vendo Mazda protege 2001 bastante negociable. Solo WhatsApp Solo vendo.
Chevrolet Cruze,2016,107234,Gasolina,8500,"DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Chevrolet Cruze premier 2016 -Motor 1.4 turbo - Millas 107,234 -Sedan 4 puertas - Secuencial - Rines especiales 17 pulgadas de fabrica - A/C al 100% - Apple Car/ Android auto - Mandos al timon - Paquete eléctrico - Asientos de cuero - Calefacción en asientos delanteros - Luces direccionales en espejos laterales - Encendido de botón - Llaves de proximidad (2 llaves originales) - Mantenimiento al día - Arranque a larga distancia desde la llave - Camara de retroceso - Detalles estéticos - Asiento del conductor full eléctrico - Alfombras originales para todo clima - Polarizado especial V-Kool Traspaso directo Contacto: Precio $8500 negociable"
Hyundai Accent,2011,131000,Gasolina,5900,"Precio negociable: si Color : Celeste cielo DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Hyundai Accent 2011, versión importado, de uso actual en mi familia, vidrios y espejos eléctricos, cierre central, stereo de fabrica con CD, USB , entrada auxiliar, iPod y control al timón. Recién cambiadas fajas de motor, aceite de caja y mantenimiento al día comprobable. Motor 1600 con Eco, caja de velocidades automática. Es un vehículo minuciosamente cuidado, mantenido, no le falla nada, no le cuelga nada, no esta roto nada, muy bien desinfectado y lavado con vapor en su tapicería. Aire acondicionado con recarga y limpieza de sistema hace poco incluyendo filtro de cabina. Llantas en buen estado incluyendo la de repuesto. Alarma genérica instalada solo de activar y conseguirle control. Vehículo con póliza de seguro actual con opción de ser transferido. Una sola compraventa con documentos al dia. Lea bien: 1) Solo efectivo no cambios ni ribetes 2) No intermediarios ni revendedores 3) Precio negociable pero no ofertas absurdas ni aprovechadas, si lo hace perderá tiempo. 4) negocio solo para público en El Salvador 5) Muestro alrededores de Metrocentro San Salvador a personas con dinero en mano listas para hacer traspaso en la zona 6) No contesto llamadas solo mensajes via Wasap 7) precio es porque se encuentra en buen estado mecánico, super mantenido, vehículo que no debe gastarle sin sorpresas sin fallas , que no lo dejara, que no tiene nada derrengado, roto o quebrado, solo de subirse y que le permitirá sacarle lucro en los próximos 7 años sin problema alguno."
Nissan Sentra,2018,73000,Gasolina,8700,"Financiamiento: no Precio negociable: si Color : Negro Motor 1.8L Midnight Edition $8,700 Mantenimientos de motor y caja al día Versión Midnight Edition Opciones de manejo ( sport,eco,normal) Pintura original perlada Bolsa de copiloto Aire acondicionado de fábrica Transmisión automática (CVT) Tapiceria original Conectividad Bluetooth Mandos al timón Sonido envolvente de 6 bocinas Traspaso directo e inmediato WhatsApp o llamada al , disponible solo para venta. Se muestra en Puma los Héroes, Puma Escalón y Puma Gran vía."
Nissan Versa,2018,0,Gasolina,7600,Precio negociable: si Color : Negro Nissan Versa 2018 SV Motor 1.6 Automático Aire acondicionado Vidrios y espejos eléctricos Cierre central con control Todas las bolsas buenas Mandos al timón Tel.
Kia Rio,2017,82300,Gasolina,9500,"Garantía: Como es visto no hay garantía Precio negociable: si Color : Gris Plata DESCRIPCIÓN CALIFICACIONES SEGURIDAD MECANICO, DE AGENCIA Y CON MANTENIMIENTOS ACTIVOS, MOTOR 1.2, GASOLINA, 54 KM POR GALON, 5 VELOCIDADES, 82,300 Km (COMPROBABLES); TAPICERIA NITIDA; AIRE ACONDICIONADO, NUNCA CHOCADO, UN SOLO DUEÑO; MOTOR Y FUNCIONAMIENTO EN PERFECTAS CONDICIONES. TEL/WHATSAPP:"
Kia Forte,2017,73000,Gasolina,8900,"Garantía: Como es visto no hay garantía Financiamiento: no Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD KIA FORTE 2017 S FULL EXTRAS TODAS LAS BOLSAS BUENAS AIRE ACONDICIONADO RINES ESPECIALES LANTAS NUEVAS PANTALLA TACTIL / CÁMARA MOTOR 2.0/ 4 CILINDROS / AUTOMÁTICO / -PRECIO $8,900 NEGOCIABLE"
Hyundai Elantra,2016,78000,Gasolina,8850,Financiamiento: no Precio negociable: si Color : azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD Elnatra SE 2016 -78mil millas -Bluetooth -Usb -Golpe leve -Motor 1.8 eco -caja al 100% -cero ruidos -Automático y secuencial caja a toda prueba -Motor super nitido 10 de 10 -Interior 10 de 10 gris -Rines especiales -A/c al 100% -traspaso directo -esperando placas -camara de retrocero -sonido premiun Puede traer su mecánico se muestra sin compromiso.
Kia Forte,2017,94000,Gasolina,8300,Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Transmisión automática. Motor: 2.0 Mantenimiento al día A/C en buen estado. Ventanas eléctricas. Mandos al timón. Tapicería en buen estado. Interesados llamar al o escribir al WhatsApp
Nissan Sentra,2015,96000,Gasolina,6500,"Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Sentra 2015 automático -Pantalla y cámara de retroceso -95930 millas -Motor y caja a toda prueba -Motor 1.8 muy económico y sin fugas -Cero Check -3 sistemas de manejo: Eco, Sport y Normal -A/C -Mandos al timón $6,500 Negociables Llamadas y Whatsapp"
Mazda 3,2015,108,Gasolina,8400,"Se vende calidad de vehículo, excelente rendimiento de combustible y tecnología, motor 2.0 skyactive, esta puede ser su próxima nave. Se muestra en Sonsonate preferiblemente, 108k millas, full eléctrico a toda prueba. Véalo y negociamos…"
Toyota Corolla,2001,93000,Gasolina,3800,DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Corolla 2001
Jeep Renegade,2019,31000,Gasolina,11500,Precio negociable: si Color : Naranjado
BMW 328,2015,110000,Gasolina,16000,"Color : Beige Se agarra carro más ribete, nada sobrevalorado Se vende Bimmer 328i año 2015 (2.0 T turbo) con algunas extras en el motor Downpipe VRSF De alto flujo, válvula del turbo GFB, filtro K&N Typhoon series, Body kit completo con mirror caps efecto fibra de carbono y parrilla M , Rines 19 Staggered, color original BMW Orion Silver, pantalla grande, Cámaras laterales, sensores de punto ciego, asistencia de frenado de emergencia y salida de carril, Discos delanteros Ventilados, Headlights BMW LED auto regulables Motor seco, sin detalles mecánico"
otros + DATSUN,1980,1000000,Gasolina,2000,Color : AZUL NEGRO DATSUN MODELO 210 CLASICO A TODA PRUEBA
Mitsubishi Lancer,2013,158000,Gasolina,6700,"Precio negociable: si Color : Blanco Mitsubishi Lancer 2013, automático, motor 2.0. Aire acondicionado funcionando bien. Precio $ 6,700 negociables. Llamar o escribir."
Nissan Altima,2005,112000,Gasolina,3800,"Precio negociable: si Color : Rojo Vendo Bonito Nissan Altima año 2005 en $3800 poco negociable, Color Rojo con sus Rines especiales Originales, A/C funcionando y Pantalla Táctil de Videos con USB con sonido de fabrica y trasmisión secuencial automática. Para mayor información llamar a los siguientes números de celular. Con Diego Con Úrsula Se muestra en Plaza Mundo."
Nissan Sentra,2015,16100,Gasolina,6800,"Precio negociable: si Color : Rojo DESCRIPCIÓN CALIFICACIONES SEGURIDAD se vende Nissan Sentra full extra año 2015, a toda prueba. el motivo de venta es por viaje fuera del país, precio poco negociable"
Hyundai Elantra,2016,180000,Gasolina,7700,Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD QUE LAS AVENTURAS NUNCA FALTEN HYUNDAI ELANTRA 2016 - Motor 1.8 - 4 cil. súper economico - Automático - Paquete electrico - CD player con conexión a Aux. - Amplio baúl - Mandos en el timon - Cruise control - A/C 100% - Eco
Kia Cerato,2017,86000,Gasolina,11700,"Color : Gris Kia CERATO de AGENCIA, motor 1.6 super económico, full extras, todavía con un mantenimiento pendiente en agencia. Frenos recién cambiados. Estándar 6 velocidades, bluetooth, doble aire acondicionado. NO CHOCADO. Dos bolsas de aire de fábrica. Frenos ABS."
Mitsubishi Lancer,2017,47250,Gasolina,13500,"Garantía: Como es visto no hay garantía Financiamiento: si Precio negociable: si Color : Gris Vendo derecho $6300 Mitsubishi lancer 2017 4 puertas De agencia kilometraje 49,000 Nunca chocado estándar excelente pintura"
Jeep Renegade,2019,50000,Gasolina,11800,"Precio negociable: si Color : Naranjado 31,000 millas reales Económica y espaciosa Aire acondicionado funcionando al 100 Mantenimiento al día Encendido de proximidad Sistema de frenos ABS"
Nissan Versa,2014,171356,Gasolina,6200,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende Nissan Versa año 2014, tipo sedan de 4 puertas, motor 1.6 lt, transmisión manual, rines especiales, placas salvadoreñas, puertas y vidrios manuales, con 106,476 millas. Precio $6,200.00 NEGOCIABLE."
Honda Civic,2010,208355,Gasolina,6200,Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Solo llamadas o whatsapp al
Chevrolet Cruze,2019,72530,Gasolina,8000,"Precio negociable: no Color : Rojo Chevrolet Cruze Lt 2019 -Motor 1.4 turbo - Millas 72,525 -Sedan 4 puertas - Secuencial - Rines especiales - A/C al 100% - Apple Car/ Android auto -Paquete eléctrico -Camara de retroceso. Precio $8000"
Mercedes Benz C-Class,2010,125000,Gasolina,9300,"Precio negociable: si Color : Blanco Vendo Mercedes Benz C300 4MATIC 2010 Rines Especiales 17&amp;quot; Vías en los espejos Halógenos Techo Panorámico Asientos de Cuero Asientos delanteros Eléctricos con calefacción, (El del conductor con 3 memorias de posición) Cámara de Retroceso Pantalla Android Bluetooth y Sonido de Fábrica ACEPTO VEHÍCULO A CUENTA Vendo o Cambio, Precio Negociable!"
Audi A4 allroad,2010,200000,Gasolina,8300,"Precio negociable: si Color : Rojo Vendo Audi A4 Quattro 2.0T 2010 Motor 2.0 Turbo Automático y Secuencial 6 velocidades Rines Especiales (17&amp;amp;quot;) Vías en los espejos Halógenos Sunroof Asientos de Cuero bien cuidados Asientos delanteros Eléctricos con calefacción Llanta de repuesto y accesorios de emergencia originales Audi de fábrica Silvines Xenón con barras led Polarizado V-Kool completo con Garantía por escrito de 10 años Asegurado en $12,500 (Kilometraje actual en la última foto) ACEPTO VEHÍCULO A CUENTA Vendo o Cambio, Precio Negociable!"
Hyundai Accent,2014,7300,Gasolina,7300,Precio negociable: si Color : Plateado DESCRIPCIÓN CALIFICACIONES SEGURIDAD Tapicería en buen estado Pintura mínimos detalles Sistema eléctrico Transmisión automática secuencial Rines con copa Cinco llantas Aceite sintético (caja y motor) Bolsas de aire buenas
